gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,Updated_Gene_Names,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
NRD1,2.66e-08,nardilysin convertase,+-+,++--++,--+-,0.664488416388323,0.247657365123909,-,0.495,0.015242509,0.0357,0.56,133,1,Not_Available,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,NRDC,Cholinergic and monoaminergic neurons,2.99464039255866,Enteric neurons,2.59847808488664
MAP9,7.15e-07,microtubule associated protein 9,+-+,------,++++,0.248333445938766,0.401465052054323,+,0.497,0.016581742,0.0357,0.56,134,1,0.931,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,MAP9,Cholinergic and monoaminergic neurons,3.44191335187268,Cholinergic and monoaminergic neurons,2.81388160029267
FAM120A,3.67e-08,family with sequence similarity 120A,--+,+-+-++,-+-+,0.695495758651387,0.248564624696056,-,0.497,0.043095599,0.0357,0.56,134,1,0.649,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,FAM120A,Cholinergic and monoaminergic neurons,3.35098614265464,Enteric neurons,2.57443704514341
PCDHA3,1.06e-07,protocadherin alpha 3,--+,+-+-++,Filtered_Out,0.699383457431326,0.249898533033645,-,0.5,0.0685730119174116,0.0357,0.56,134,1,0.0941,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,PCDHA3,Cholinergic and monoaminergic neurons,3.82520183583016,Cholinergic and monoaminergic neurons,3.76612977790557
DCC,2.57e-14,DCC netrin 1 receptor,+-+,-+--+-,Filtered_Out,0.588255988952925,0.251609706426881,-,0.503,0.0874989459054531,0.0357,0.56,135,1,0.787,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,DCC,Telencephalon projecting inhibitory neurons,3.58691690189963,Telencephalon projecting inhibitory neurons,3.86850836475096
ZMAT2,2.44e-06,zinc finger matrin-type 2,++-,+++++-,---+,0.251832471676181,0.775763154509198,+,0.504,0.024694837,0.0357,0.56,135,1,0.203,putamen,putamen <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,putamen <  striatum  < basal ganglia,ZMAT2,Telencephalon projecting excitatory neurons,2.96086767032053,Sympathetic cholinergic neurons,3.38506255416219
SORBS3,4.46e-08,sorbin and SH3 domain containing 3,-+-,++++++,-++-,0.254119557943079,0.917781566292551,+,0.508,0.092673315,0.0357,0.56,137,1,0.407,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,SORBS3,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
MEF2C,1.58e-12,myocyte enhancer factor 2C,+++,+++--+,---+,0.255178498228804,0.810628913601595,+,0.51,0.082265069,0.0357,0.56,137,1,0.978,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,MEF2C,Telencephalon projecting excitatory neurons,5.2629976262473,Telencephalon projecting excitatory neurons,5.72876305964627
TMX2,1.49e-07,thioredoxin related transmembrane protein 2,+--,---++-,Not_Available,0.257201718684502,0.473539006117349,+,0.514,0.0233030520770075,0.0357,0.56,138,1,0.238,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,TMX2,Cholinergic and monoaminergic neurons,3.21900484937128,Sympathetic noradrenergic neurons,3.31975245299273
MICB,2.62e-07,MHC class I polypeptide-related sequence B,-+-,++-++-,Filtered_Out,0.258329633740391,0.760749451176716,+,0.517,0.0489929151179498,0.0357,0.56,139,1,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,MICB,Pericytes,3.40195572479199,Sympathetic noradrenergic neurons,4.63295825716416
LPIN3,1.01e-06,lipin 3,-+-,-+++++,Filtered_Out,0.258406906708399,0.918547607105119,+,0.517,0.134483973782005,0.0357,0.56,139,1,0.0659,oculomotor nuclear complex,oculomotor nuclear complex <  midbrain tegmentum  <  mesencephalon  < gray matter,oculomotor nuclear complex < midbrain tegmentum,LPIN3,Vascular and leptomeningeal cells,4.95893978803052,Vascular and leptomeningeal cells,5.39737143526353
GRM5,6.21e-17,glutamate metabotropic receptor 5,+-+,----+-,Filtered_Out,0.407512101770016,0.260929397164943,-,0.522,0.0723656943670004,0.0357,0.56,140,1,0.708,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,GRM5,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
POGZ,3.16e-07,pogo transposable element derived with ZNF domain,--+,+---++,++--,0.917925021950643,0.261632000690805,-,0.523,0.163216948,0.0357,0.56,141,1,0.0413,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,POGZ,Cholinergic and monoaminergic neurons,2.69090360960431,Enteric neurons,2.55794199138711
B3GALTL,5.7e-12,beta 3-glucosyltransferase,+--,----++,+--+,0.70866286047773,0.262771229849523,-,0.526,0.015471244,0.0357,0.56,141,1,Not_Available,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,B3GLCT,Not_Available,Not_Available,Not_Available,Not_Available
LRFN5,2.04e-12,leucine rich repeat and fibronectin type III domain containing 5,+-+,+-----,+---,0.646295531453521,0.264964814102906,-,0.53,0.070474956,0.0357,0.56,143,1,0.77,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,LRFN5,Di- and mesencephalon excitatory neurons,2.2127027690198,Peripheral sensory non-peptidergic neurons,2.43755385014259
ETFDH,1.44e-06,electron transfer flavoprotein dehydrogenase,--+,+---+-,-+++,0.266095749399778,0.603329092636328,+,0.532,0.013639888,0.0357,0.56,143,1,0.678,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,ETFDH,Choroid epithelial cells,3.66003261839083,Sympathetic cholinergic neurons,4.06593704014729
MYRF,1.68e-08,myelin regulatory factor,-+-,---+++,+-++,0.525329177266007,0.270094730512468,-,0.54,0.032914045,0.0357,0.56,145,1,0.801,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,MYRF,Oligodendrocytes,5.5090002866212,Oligodendrocytes,6.01454099812577
CABP1,1.01e-08,calcium binding protein 1,++-,++++-+,----,0.270645463026514,0.418919540519579,+,0.541,0.031571787,0.0357,0.56,146,1,0.769,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,CABP1,Not_Available,Not_Available,Not_Available,Not_Available
DENND1A,1.54e-14,DENN domain containing 1A,+-+,++++++,--+-,0.277586370245488,0.879565752688053,+,0.555,0.091398876,0.0357,0.56,149,1,0.599,basolateral nucleus,basolateral nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,basolateral nucleus < amygdala,DENND1A,Cholinergic and monoaminergic neurons,2.87396729572261,Cholinergic and monoaminergic neurons,2.84876785804461
KLC1,2.46e-10,kinesin light chain 1,+--,--+-+-,-+++,0.280480405479382,0.719423482786586,+,0.561,0.0303568513011092,0.0357,0.56,151,1,0.629,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,KLC1,Cholinergic and monoaminergic neurons,3.53810712032724,Sympathetic cholinergic neurons,2.98086183940725
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,+-+,+++++-,--+-,0.563073672534803,0.284559708760875,-,0.569,0.044075562,0.0357,0.56,153,1,0.717,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,RBFOX1,Telencephalon projecting excitatory neurons,3.00782697103188,Peripheral sensory non-peptidergic neurons,3.48888258302817
APOPT1,9.26e-09,"apoptogenic 1, mitochondrial",-+-,+-++--,Not_Available,0.285966853666204,0.485214982895515,+,0.572,0.0359100205795819,0.0357,0.56,154,1,0.261,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,APOPT1,Telencephalon projecting excitatory neurons,2.73240326791983,Sympathetic cholinergic neurons,3.86919343832108
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,+-+,-+-+-+,+--+,0.286381866221754,0.676774491933619,+,0.573,0.013082865,0.0357,0.56,154,1,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,PCNP,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
SORCS3,2.27e-19,sortilin related VPS10 domain containing receptor 3,+-+,----++,--+-,0.885647070386134,0.288833664581566,-,0.578,0.060374167,0.0357,0.56,155,1,0.601,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,SORCS3,Cholinergic and monoaminergic neurons,4.41892358784785,Cholinergic and monoaminergic neurons,4.66244545834245
CDH13,1.59e-11,cadherin 13,+++,+-+--+,--++,0.28918076171731,0.678315005424797,+,0.578,0.01819624,0.0357,0.56,156,1,0.826,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,CDH13,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
CTNNA3,1.69e-10,catenin alpha 3,-+-,---+++,Filtered_Out,0.806749399888274,0.289719054231308,-,0.579,0.086233022,0.0357,0.56,156,1,0.707,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,CTNNA3,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
HSPE1-MOB4,2.29e-07,HSPE1-MOB4 readthrough,++-,Not_Available,Not_Available,0.294604152407027,0.853639060004563,+,0.589,0.295895726654787,0.0357,0.56,158,1,Not_Available,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,HSPE1-MOB4,Not_Available,Not_Available,Not_Available,Not_Available
ABT1,1.16e-07,activator of basal transcription 1,+++,-+++++,+---,0.301596909230287,0.970749782795022,+,0.603,0.0967420678368146,0.0357,0.56,162,1,0.116,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ABT1,Schwann cells,4.93427405180596,Sympathetic cholinergic neurons,3.52763677445576
ADCK3,1.43e-08,coenzyme Q8A,+--,--+-+-,----,0.761123486890253,0.303963037964834,-,0.608,0.076025187,0.0357,0.56,164,1,Not_Available,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,COQ8A,Hindbrain neurons,2.95998324764065,Sympathetic noradrenergic neurons,3.10916895544605
SLC17A3,1.67e-07,solute carrier family 17 member 3,--+,Not_Available,Filtered_Out,0.85740360483687,0.304015514487794,-,0.608,0.354706256414097,0.0357,0.56,164,1,0.541,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,SLC17A3,Telencephalon projecting excitatory neurons,4.85702161027097,Telencephalon projecting excitatory neurons,5.30564455534324
PTPRS,2.3e-06,protein tyrosine phosphatase receptor type S,---,++++--,--+-,0.936480726796047,0.30500178383216,-,0.61,0.066284551,0.0357,0.56,164,1,0.624,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,PTPRS,Hindbrain neurons,3.52618069083407,Hindbrain neurons,3.41680827717013
HMGN4,1.07e-06,high mobility group nucleosomal binding domain 4,+-+,+-----,+--+,0.736791902048815,0.307122874916521,-,0.614,0.0485930687466332,0.0357,0.56,165,1,0.208,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,HMGN4,Not_Available,Not_Available,Not_Available,Not_Available
CSMD1,3.31e-07,CUB and Sushi multiple domains 1,+-+,+++-++,----,0.447066836655505,0.30852057002164,-,0.617,0.048293727,0.0357,0.56,166,1,0.832,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,CSMD1,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
CNTN5,3.66e-07,contactin 5,+-+,+++--+,Filtered_Out,0.310237846330804,0.886829849633525,+,0.62,0.124001455,0.0357,0.56,167,1,0.584,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,CNTN5,Telencephalon projecting inhibitory neurons,3.03734820226223,Enteric neurons,4.74784998801108
CACNA1E,2.86e-11,calcium voltage-gated channel subunit alpha1 E,--+,----+-,-++-,0.441643373368599,0.313219247464945,-,0.626,0.022634176,0.0357,0.56,169,1,0.753,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,CACNA1E,Telencephalon projecting excitatory neurons,2.93957441095919,Telencephalon projecting excitatory neurons,3.11168061889145
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,++-,Not_Available,Not_Available,0.31331279945243,0.825176819530002,+,0.627,0.288870065997575,0.0357,0.56,169,1,0.443,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,HIST1H2AL,Non-glutamatergic neuroblasts,4.36724295376907,Non-glutamatergic neuroblasts,4.72875715009712
MED19,1.75e-07,mediator complex subunit 19,++-,++++++,+--+,0.316811751873354,0.853298323116017,+,0.634,0.010293157,0.0357,0.56,170,1,0.125,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,MED19,Ependymal cells,2.20577960467865,Sympathetic cholinergic neurons,2.75665720184329
GRIK5,2.06e-07,glutamate ionotropic receptor kainate type subunit 5,+-+,+++++-,+-+-,0.317507337234174,0.9485079265334,+,0.635,0.128552622,0.0357,0.56,171,1,0.327,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,GRIK5,Telencephalon projecting excitatory neurons,2.8686453598307,Telencephalon projecting excitatory neurons,2.66933952447768
ASTN2,2.19e-11,astrotactin 2,-+-,--++++,++--,0.31906844323196,0.72483866685936,+,0.638,0.059048783,0.0357,0.56,172,1,0.744,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,ASTN2,Glutamatergic neuroblasts,2.84826952671517,Enteric neurons,2.52990794163297
SOX6,4.17e-07,SRY-box 6,-++,+----+,Filtered_Out,0.754395192062111,0.320203361689719,-,0.64,0.068488391,0.0357,0.56,172,1,0.933,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,SOX6,Oligodendrocyte precursor cells,3.45783989482686,Oligodendrocyte precursor cells,3.77243808724271
TMEM67,3.38e-07,transmembrane protein 67,-++,++--+-,Filtered_Out,0.321167844115558,0.386916028673504,+,0.642,0.010568155,0.0357,0.56,173,1,0.566,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,TMEM67,Ependymal cells,4.92843260898498,Ependymal cells,5.1952029590477
DENND1B,1.45e-08,DENN domain containing 1B,+-+,++--+-,-++-,0.828552184691648,0.324429519457374,-,0.649,0.056220037,0.0357,0.56,175,1,0.879,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,DENND1B,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
ESR2,2.67e-09,estrogen receptor 2,-++,+---++,Filtered_Out,0.328525534406799,0.67710617983855,+,0.657,0.058910126,0.0357,0.56,177,1,0.399,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,ESR2,Cholinergic and monoaminergic neurons,5.53691415186752,Cholinergic and monoaminergic neurons,5.66013271833836
CTNND1,7.75e-08,catenin delta 1,--+,+-+--+,-+--,0.725413238004799,0.328705919102667,-,0.657,0.01901161,0.0357,0.56,177,1,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,CTNND1,Pericytes,3.14436050159554,Peripheral sensory non-peptidergic neurons,3.04181193393998
RANGAP1,3.07e-08,Ran GTPase activating protein 1,++-,+-++++,----,0.407123820378391,0.330565693578205,-,0.661,0.026652004,0.0357,0.56,178,1,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,RANGAP1,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
SCAI,1.19e-07,suppressor of cancer cell invasion,+-+,--+-+-,Not_Available,0.704161336972527,0.330594276162049,-,0.661,0.043465103,0.0357,0.56,178,1,0.677,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,SCAI,Cholinergic and monoaminergic neurons,2.94660481436602,Cholinergic and monoaminergic neurons,3.17519641074897
TRMT61A,3.68e-09,tRNA methyltransferase 61A,++-,-++-+-,Not_Available,0.33401245982088,0.49294648306849,+,0.668,0.022484129,0.0357,0.56,180,1,0.267,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,TRMT61A,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
SPPL3,2.85e-10,signal peptide peptidase like 3,+--,---+++,Not_Available,0.667106366938683,0.335720292792431,-,0.671,0.078087774,0.0357,0.56,181,1,0.373,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,SPPL3,Cholinergic and monoaminergic neurons,3.6523698477599,Peripheral sensory neurofilament neurons,2.35524857505318
PPID,2.41e-06,peptidylprolyl isomerase D,+--,+-++--,+--+,0.52396913066023,0.338344815756147,-,0.677,0.003648034,0.0357,0.56,182,1,0.116,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,PPID,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
SAMD5,1.21e-08,sterile alpha motif domain containing 5,-+-,----++,--+-,0.561235053067011,0.338372721883255,-,0.677,0.031488945,0.0357,0.56,182,1,0.882,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,SAMD5,Di- and mesencephalon inhibitory neurons,2.31663627794291,Enteric neurons,3.41099224324459
TMEM161B,4.77e-14,transmembrane protein 161B,+-+,----+-,-+++,0.706597519543539,0.340572371406492,-,0.681,0.022864065,0.0357,0.56,183,1,0.572,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,TMEM161B,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
RBMS3,7.31e-07,RNA binding motif single stranded interacting protein 3,-++,++---+,Filtered_Out,0.341170202360964,0.629985638717722,+,0.682,0.06172529,0.0357,0.56,184,1,0.927,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,RBMS3,Cholinergic and monoaminergic neurons,4.58825511219871,Enteric neurons,3.2617952846437
SLC30A9,2.62e-07,solute carrier family 30 member 9,+-+,--+---,---+,0.446064064783969,0.342264595997268,-,0.685,0.03786339,0.0357,0.56,184,1,0.345,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,SLC30A9,Cholinergic and monoaminergic neurons,4.20604828764965,Cholinergic and monoaminergic neurons,2.53826229017514
FAM120AOS,2.42e-06,family with sequence similarity 120A opposite strand,+--,-++-++,Not_Available,0.34472673615095,0.523885463755255,+,0.689,0.0579810256889315,0.0357,0.56,185,1,0.504,caudal group of intralaminar nuclei,caudal group of intralaminar nuclei <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,caudal group of intralaminar nuclei < dorsal thalamus,FAM120AOS,Not_Available,Not_Available,Not_Available,Not_Available
ZNF536,1.62e-06,zinc finger protein 536,-+-,---+++,++-+,0.483916138180621,0.346187126888094,-,0.692,0.06871133,0.0357,0.56,186,1,0.527,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,ZNF536,Telencephalon inhibitory interneurons,2.76402611732913,Telencephalon inhibitory interneurons,2.84477685813301
C11orf31,5.11e-07,selenoprotein H,++-,+++--+,--+-,0.347826132735904,0.624941620406294,+,0.696,0.002668892,0.0357,0.56,187,1,Not_Available,superior temporal gyrus lateral bank of gyrus,superior temporal gyrus lateral bank of gyrus <  superior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior temporal gyrus lateral bank of gyrus <  superior temporal gyrus  < temporal lobe,SELENOH,Telencephalon inhibitory interneurons,2.4749246859468,Sympathetic cholinergic neurons,2.47081378820764
CACNA2D1,2.52e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,+-+,+-+-+-,-+-+,0.399271961669444,0.348387203248149,-,0.697,0.039560861,0.0357,0.56,187,1,0.899,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,CACNA2D1,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
HTT,8.85e-07,huntingtin,+-+,++++-+,Not_Available,0.352427434658908,0.87848823614078,+,0.705,0.204747978,0.0357,0.56,190,1,0.321,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,HTT,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
ZNF35,4.66e-07,zinc finger protein 35,-+-,+---+-,-+--,0.961520667248395,0.352825841097124,-,0.706,0.102838764,0.0357,0.56,190,1,0.151,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,ZNF35,Subcommissural organ hypendymal cells,2.00647657925701,Sympathetic cholinergic neurons,2.42941816107446
IQCJ-SCHIP1,1.37e-07,IQCJ-SCHIP1 readthrough,+-+,+++-+-,Not_Available,0.626322244991271,0.354951672909192,-,0.71,0.058049956,0.0357,0.56,191,1,Not_Available,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,IQCJ-SCHIP1,Not_Available,Not_Available,Not_Available,Not_Available
C7orf72,8.26e-07,spermatogenesis associated 48,-+-,Not_Available,Not_Available,0.748688113164499,0.359571070043349,-,0.719,0.253217954164492,0.0357,0.56,193,1,Not_Available,Not_Available,Not_Available,Not_Available,SPATA48,Ependymal cells,4.24085511420831,Peripheral sensory non-peptidergic neurons,4.43276936085343
TMEM258,5.55e-07,transmembrane protein 258,-+-,+++++-,+-+-,0.360948985300603,0.75080753730075,+,0.722,0.089062921,0.0357,0.56,194,1,0.218,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,TMEM258,Oligodendrocytes,2.45901448243735,Sympathetic noradrenergic neurons,4.05633443300144
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,-+-,+--+-+,++-+,0.365979300291917,0.898479867627609,+,0.732,0.097043352,0.0357,0.56,197,1,0.582,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,RSRC1,Di- and mesencephalon excitatory neurons,2.62208686879822,Sympathetic cholinergic neurons,4.67423024890706
